#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg301.152             -            297 184508at33208        -            497   4.7e-90  304.3   5.4   1   2   7.8e-55   3.1e-51  176.2   0.6   193   298     1   106     1   143 0.90 -
evm.utg301.152             -            297 184508at33208        -            497   4.7e-90  304.3   5.4   2   2   8.6e-41   3.4e-37  129.9   0.4   294   414   149   290   141   295 0.83 -
evm.utg301.150             -            577 184508at33208        -            497   6.9e-51  175.1   3.6   1   3     0.057   2.3e+02    1.8  20.3     1    34     2    34     2    47 0.72 -
evm.utg301.150             -            577 184508at33208        -            497   6.9e-51  175.1   3.6   2   3   1.7e-54   6.9e-51  175.1   3.6    38   180   146   288   123   320 0.85 -
evm.utg301.150             -            577 184508at33208        -            497   6.9e-51  175.1   3.6   3   3       6.9   2.7e+04   -5.0   1.4    37    73   361   397   354   422 0.55 -
evm.utg301.153             -            197 184508at33208        -            497   1.2e-39  137.9   4.2   1   2   1.9e-42   7.4e-39  135.4   0.7   410   485    12    87     1    92 0.90 -
evm.utg301.153             -            197 184508at33208        -            497   1.2e-39  137.9   4.2   2   2     0.011        45    4.1   0.1   475   497   170   192   166   192 0.85 -
evm.utg1765.18             -            333 184508at33208        -            497   0.00017   22.0   0.0   1   2   0.00011      0.43   10.8   0.0   181   255    14    88     2   120 0.83 -
evm.utg1765.18             -            333 184508at33208        -            497   0.00017   22.0   0.0   2   2   0.00033       1.3    9.2   0.0   189   221   226   258   220   273 0.90 -
evm.utg34691.14            -            333 184508at33208        -            497    0.0027   18.1   0.0   1   2   0.00036       1.4    9.1   0.0   181   255    14    88     2   104 0.86 -
evm.utg34691.14            -            333 184508at33208        -            497    0.0027   18.1   0.0   2   2    0.0016       6.3    7.0   0.0   189   221   226   258   220   274 0.90 -
evm.utg7286.29             -            330 184508at33208        -            497     0.013   15.8   1.0   1   2   3.3e-06     0.013   15.8   1.0   427   461    75   109    28   147 0.75 -
evm.utg7286.29             -            330 184508at33208        -            497     0.013   15.8   1.0   2   2       1.9   7.4e+03   -3.2   0.1    66    86   246   266   236   268 0.76 -
evm.utg34691.14.3.5c22ef67 -            327 184508at33208        -            497     0.044   14.1   0.0   1   2    0.0063        25    5.0   0.0   181   255    14    84     2    99 0.77 -
evm.utg34691.14.3.5c22ef67 -            327 184508at33208        -            497     0.044   14.1   0.0   2   2    0.0015       6.1    7.0   0.0   189   221   222   254   216   270 0.90 -
evm.utg34691.14.1.5c22ef67 -            329 184508at33208        -            497     0.045   14.0   0.0   1   2    0.0063        25    5.0   0.0   181   255    14    84     2    99 0.77 -
evm.utg34691.14.1.5c22ef67 -            329 184508at33208        -            497     0.045   14.0   0.0   2   2    0.0015       6.2    7.0   0.0   189   221   222   254   216   270 0.90 -
evm.utg34691.14.2.5c22ef67 -            329 184508at33208        -            497     0.045   14.0   0.0   1   2    0.0063        25    5.0   0.0   181   255    14    84     2    99 0.77 -
evm.utg34691.14.2.5c22ef67 -            329 184508at33208        -            497     0.045   14.0   0.0   2   2    0.0015       6.2    7.0   0.0   189   221   222   254   216   270 0.90 -
evm.utg2071.51             -            270 184508at33208        -            497      0.11   12.7   0.2   1   1   4.5e-05      0.18   12.1   0.2   405   458   201   256   169   261 0.77 -
evm.utg5662.10             -            272 184508at33208        -            497      0.21   11.8   0.2   1   1   8.3e-05      0.33   11.2   0.2   421   472     9    62     6    66 0.79 -
evm.utg6334.7              -            266 184508at33208        -            497      0.21   11.8   0.2   1   1     8e-05      0.32   11.3   0.2   421   472     9    62     6    66 0.79 -
evm.utg659.22              -            678 184508at33208        -            497      0.26   11.5   0.5   1   1   0.00011      0.45   10.8   0.3   432   461   637   666   623   671 0.86 -
evm.utg659.22.1.5c22f32b   -            687 184508at33208        -            497      0.27   11.5   0.5   1   1   0.00011      0.45   10.7   0.3   432   461   646   675   632   680 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/184508at33208.hmm
# Target file:     /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa
# Option settings: hmmsearch --domtblout /uoa/scratch/users/r02hw22/project_dark_genes/equina_busco_proteins/run_metazoa_odb10/hmmer_output/initial_run_results/184508at33208.out --cpu 1 /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/184508at33208.hmm /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa 
# Current dir:     /uoa/scratch/users/r02hw22/project_dark_genes
# Date:            Sat Apr 25 14:40:45 2026
# [ok]
