#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg356.138                     -            165 574311at33208        -             85   1.7e-18   67.8  12.2   1   1   1.9e-21   6.9e-18   65.8  12.2     2    76    11   101    10   106 0.85 -
evm.utg9251.7                      -            165 574311at33208        -             85   4.6e-18   66.4  13.2   1   1   5.2e-21   1.9e-17   64.4  13.2     2    76    11   101    10   106 0.85 -
evm.utg344.25                      -            154 574311at33208        -             85     0.048   15.0   2.8   1   2      0.12   4.3e+02    2.3   3.8    33    78     8    51     2    56 0.77 -
evm.utg344.25                      -            154 574311at33208        -             85     0.048   15.0   2.8   2   2   1.3e-05     0.048   15.0   2.8    42    77    80   115    60   117 0.94 -
evm.utg418.2                       -            154 574311at33208        -             85     0.048   15.0   2.8   1   2     0.095   3.5e+02    2.6   3.9    33    78     8    51     2    56 0.77 -
evm.utg418.2                       -            154 574311at33208        -             85     0.048   15.0   2.8   2   2   1.3e-05     0.048   15.0   2.8    42    77    80   115    60   117 0.94 -
evm.utg2073.12                     -            490 574311at33208        -             85      0.16   13.4   5.2   1   2   0.00091       3.4    9.1   0.1    34    57   252   275   248   288 0.83 -
evm.utg2073.12                     -            490 574311at33208        -             85      0.16   13.4   5.2   2   2     0.015        54    5.2   1.5    43    78   411   446   404   452 0.89 -
evm.utg4271.14                     -            181 574311at33208        -             85      0.36   12.2   0.0   1   1    0.0002      0.74   11.2   0.0    26    54     5    33     2    46 0.84 -
evm.utg2901.1                      -            329 574311at33208        -             85       1.3   10.4   2.9   1   3      0.14   5.2e+02    2.1   0.0    40    54     5    19     2    30 0.77 -
evm.utg2901.1                      -            329 574311at33208        -             85       1.3   10.4   2.9   2   3    0.0036        13    7.2   0.3    36    71   218   253   199   257 0.88 -
evm.utg2901.1                      -            329 574311at33208        -             85       1.3   10.4   2.9   3   3       1.5   5.4e+03   -1.2   0.0    37    51   261   275   254   283 0.80 -
evm.utg6401.23                     -            286 574311at33208        -             85       1.5   10.2   5.2   1   2         2   7.5e+03   -1.6   0.0    57    71   126   140   120   145 0.71 -
evm.utg6401.23                     -            286 574311at33208        -             85       1.5   10.2   5.2   2   2   0.00028         1   10.8   2.7    41    74   216   249   212   258 0.94 -
evm.utg15552.1                     -            308 574311at33208        -             85       2.4    9.6   5.0   1   2      0.37   1.4e+03    0.7   0.1    64    76   237   249   226   256 0.61 -
evm.utg15552.1                     -            308 574311at33208        -             85       2.4    9.6   5.0   2   2   0.00069       2.6    9.5   1.3    43    82   255   294   253   297 0.93 -
evm.utg7127.39                     -            875 574311at33208        -             85       2.7    9.4   9.0   1   3     0.002       7.2    8.0   0.1    34    57   196   219   193   232 0.83 -
evm.utg7127.39                     -            875 574311at33208        -             85       2.7    9.4   9.0   2   3     0.019        69    4.9   1.2    43    78   355   390   348   397 0.87 -
evm.utg7127.39                     -            875 574311at33208        -             85       2.7    9.4   9.0   3   3       4.4   1.6e+04   -2.7   0.1    36    50   846   860   838   866 0.73 -
evm.utg12724.4                     -            880 574311at33208        -             85       2.9    9.3   9.0   1   3     0.002       7.3    8.0   0.1    34    57   201   224   198   237 0.83 -
evm.utg12724.4                     -            880 574311at33208        -             85       2.9    9.3   9.0   2   3     0.019        70    4.9   1.2    43    78   360   395   353   402 0.87 -
evm.utg12724.4                     -            880 574311at33208        -             85       2.9    9.3   9.0   3   3       4.4   1.6e+04   -2.7   0.1    36    50   851   865   843   871 0.73 -
utg12551.equina_smart_645056.mrna2 -            286 574311at33208        -             85         3    9.3   4.5   1   2         2   7.5e+03   -1.6   0.0    57    71   126   140   120   145 0.71 -
utg12551.equina_smart_645056.mrna2 -            286 574311at33208        -             85         3    9.3   4.5   2   2   0.00059       2.2    9.7   2.1    41    74   216   249   212   258 0.94 -
evm.utg1345.55                     -            926 574311at33208        -             85       3.2    9.2   9.0   1   3    0.0021       7.7    8.0   0.1    34    57   247   270   244   283 0.83 -
evm.utg1345.55                     -            926 574311at33208        -             85       3.2    9.2   9.0   2   3      0.02        74    4.8   1.2    43    78   406   441   399   448 0.87 -
evm.utg1345.55                     -            926 574311at33208        -             85       3.2    9.2   9.0   3   3       4.7   1.7e+04   -2.8   0.1    36    50   897   911   889   917 0.73 -
evm.utg418.11                      -            977 574311at33208        -             85       3.8    8.9   9.0   1   3    0.0022       8.2    7.9   0.1    34    57   298   321   295   334 0.83 -
evm.utg418.11                      -            977 574311at33208        -             85       3.8    8.9   9.0   2   3     0.021        79    4.7   1.2    43    78   457   492   450   499 0.87 -
evm.utg418.11                      -            977 574311at33208        -             85       3.8    8.9   9.0   3   3         5   1.8e+04   -2.9   0.1    36    50   948   962   940   968 0.73 -
evm.utg1330.22                     -            977 574311at33208        -             85       3.8    8.9   9.0   1   3    0.0022       8.2    7.9   0.1    34    57   298   321   295   334 0.83 -
evm.utg1330.22                     -            977 574311at33208        -             85       3.8    8.9   9.0   2   3     0.021        79    4.7   1.2    43    78   457   492   450   499 0.87 -
evm.utg1330.22                     -            977 574311at33208        -             85       3.8    8.9   9.0   3   3         5   1.8e+04   -2.9   0.1    36    50   948   962   940   968 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/574311at33208.hmm
# Target file:     /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa
# Option settings: hmmsearch --domtblout /uoa/scratch/users/r02hw22/project_dark_genes/equina_busco_proteins/run_metazoa_odb10/hmmer_output/initial_run_results/574311at33208.out --cpu 1 /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/574311at33208.hmm /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa 
# Current dir:     /uoa/scratch/users/r02hw22/project_dark_genes
# Date:            Sat Apr 25 14:42:33 2026
# [ok]
