#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg14533.4       -           1482 50756at33208         -           1058         0 1351.9  27.7   1   3   3.6e-22   3.3e-18   66.7  11.4     3   103    19   122    17   159 0.77 -
evm.utg14533.4       -           1482 50756at33208         -           1058         0 1351.9  27.7   2   3         0         0 1243.0   2.2    75   970   309  1309   277  1317 0.86 -
evm.utg14533.4       -           1482 50756at33208         -           1058         0 1351.9  27.7   3   3   3.5e-17   3.3e-13   50.2   0.2   965  1045  1349  1440  1329  1447 0.82 -
evm.utg3155.47       -            588 50756at33208         -           1058   2.4e-78  265.8  22.6   1   3   4.9e-23   4.6e-19   69.6  10.6     3   102    18   121    16   155 0.78 -
evm.utg3155.47       -            588 50756at33208         -           1058   2.4e-78  265.8  22.6   2   3      0.12   1.1e+03   -1.3   0.1    95   117   145   167   121   174 0.73 -
evm.utg3155.47       -            588 50756at33208         -           1058   2.4e-78  265.8  22.6   3   3   3.9e-63   3.6e-59  202.4   2.5    68   282   301   517   261   519 0.80 -
evm.utg4886.56       -           1091 50756at33208         -           1058   4.7e-66  225.1   8.0   1   2   2.7e-24   2.5e-20   73.8   0.3   354   619   328   615   318   624 0.80 -
evm.utg4886.56       -           1091 50756at33208         -           1058   4.7e-66  225.1   8.0   2   2   1.2e-48   1.1e-44  154.3   2.5   616  1024   634  1078   629  1084 0.76 -
evm.utg3155.48       -            391 50756at33208         -           1058   1.3e-61  210.5   0.3   1   1   2.1e-65     2e-61  209.8   0.3   281   484   151   379   147   388 0.84 -
evm.utg126.168       -           2655 50756at33208         -           1058   1.8e-42  147.1   2.7   1   2   1.1e-16     1e-12   48.5   0.1   378   615  1892  2154  1877  2163 0.73 -
evm.utg126.168       -           2655 50756at33208         -           1058   1.8e-42  147.1   2.7   2   2   2.3e-31   2.1e-27   97.2   0.4   617   929  2198  2530  2193  2650 0.72 -
evm.utg686.16        -           2290 50756at33208         -           1058   1.9e-08   34.4   0.0   1   3     0.017   1.6e+02    1.5   0.0   319   417   262   366   230   374 0.76 -
evm.utg686.16        -           2290 50756at33208         -           1058   1.9e-08   34.4   0.0   2   3   1.3e-07    0.0012   18.5   0.0   651   708   793   850   785   874 0.89 -
evm.utg686.16        -           2290 50756at33208         -           1058   1.9e-08   34.4   0.0   3   3   6.3e-05      0.58    9.6   0.0   749   876   927  1076   894  1109 0.71 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/50756at33208.hmm
# Target file:     /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa
# Option settings: hmmsearch --domtblout /uoa/scratch/users/r02hw22/project_dark_genes/equina_busco_proteins/run_metazoa_odb10/hmmer_output/initial_run_results/50756at33208.out --cpu 1 /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/50756at33208.hmm /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa 
# Current dir:     /uoa/scratch/users/r02hw22/project_dark_genes
# Date:            Sat Apr 25 14:42:29 2026
# [ok]
