#                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg1972.79                        -            188 508379at33208        -            141   4.8e-56  190.0   0.7   1   1     2e-59   6.9e-56  189.5   0.7    10   141    47   187    42   187 0.92 -
evm.utg1205.118.2.5c22e93c            -            179 508379at33208        -            141   5.2e-09   37.6   3.5   1   1   4.9e-12   1.7e-08   35.9   3.5    72   137    59   125     3   127 0.79 -
evm.utg1205.118                       -            177 508379at33208        -            141   5.8e-09   37.5   3.7   1   1   5.3e-12   1.8e-08   35.8   3.7    72   137    59   125     3   127 0.79 -
evm.utg20678.17                       -            177 508379at33208        -            141   5.8e-09   37.5   3.7   1   1   5.3e-12   1.8e-08   35.8   3.7    72   137    59   125     3   127 0.79 -
evm.utg1205.118.1.5c22e93c            -            192 508379at33208        -            141   6.6e-09   37.3   0.8   1   2      0.67   2.3e+03   -0.2   0.2   102   126    35    59    26    72 0.73 -
evm.utg1205.118.1.5c22e93c            -            192 508379at33208        -            141   6.6e-09   37.3   0.8   2   2   1.9e-12   6.6e-09   37.3   0.8    74   137    76   140    67   142 0.90 -
evm.utg1205.118.3.5c22e93c.1.5c278f4b -            121 508379at33208        -            141   6.5e-07   30.8   2.9   1   1   6.9e-10   2.4e-06   29.0   2.9    72   117    59   105     2   113 0.73 -
evm.utg1205.118.3.5c22e93c            -            136 508379at33208        -            141   2.7e-06   28.8   3.9   1   1   4.3e-09   1.5e-05   26.4   4.1    73   117    75   120    32   127 0.90 -
evm.utg236.37                         -            202 508379at33208        -            141     0.029   15.7   0.5   1   1   1.2e-05     0.043   15.2   0.5    32   128    72   173    60   182 0.83 -
evm.utg236.37.1.5c22ed7f              -            208 508379at33208        -            141     0.031   15.6   0.5   1   1   1.3e-05     0.046   15.1   0.5    32   128    78   179    66   188 0.83 -
evm.utg236.37.1.5c22ed7f.1.5c279248   -            208 508379at33208        -            141     0.031   15.6   0.5   1   1   1.3e-05     0.046   15.1   0.5    32   128    78   179    66   188 0.83 -
evm.utg597.176.1.5c22f2a1             -            111 508379at33208        -            141      0.22   12.9   0.4   1   1   8.1e-05      0.28   12.5   0.4    36   116    27   107     4   110 0.71 -
evm.utg597.176                        -            146 508379at33208        -            141      0.25   12.7   3.2   1   1   0.00011      0.37   12.1   3.2    36   135    27   127     6   133 0.65 -
evm.utg5652.26                        -            223 508379at33208        -            141      0.36   12.2   0.2   1   1    0.0045        16    6.9   0.2    93   126   121   154    20   165 0.59 -
evm.utg13.67.1.5c22ea17               -            357 508379at33208        -            141      0.55   11.6   0.0   1   1   0.00035       1.2   10.5   0.0    35    71   206   242   187   249 0.85 -
evm.utg13.67                          -            357 508379at33208        -            141      0.55   11.6   0.0   1   1   0.00035       1.2   10.5   0.0    35    71   206   242   187   249 0.85 -
evm.utg762.46                         -            475 508379at33208        -            141       3.3    9.1   2.9   1   3     0.001       3.6    9.0   0.0    32    69    18    56     8    62 0.82 -
evm.utg762.46                         -            475 508379at33208        -            141       3.3    9.1   2.9   2   3       5.7     2e+04   -3.2   0.0    15    38   149   172   142   175 0.66 -
evm.utg762.46                         -            475 508379at33208        -            141       3.3    9.1   2.9   3   3       1.4   4.8e+03   -1.2   0.2    18    67   376   426   362   432 0.59 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/508379at33208.hmm
# Target file:     /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa
# Option settings: hmmsearch --domtblout /uoa/scratch/users/r02hw22/project_dark_genes/equina_busco_proteins/run_metazoa_odb10/hmmer_output/initial_run_results/508379at33208.out --cpu 1 /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/508379at33208.hmm /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa 
# Current dir:     /uoa/scratch/users/r02hw22/project_dark_genes
# Date:            Sat Apr 25 14:42:36 2026
# [ok]
