#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg4972.16                      -            321 527406at33208        -            237  2.6e-109  365.9  13.8   1   1  2.1e-111  7.2e-109  364.4  13.8    16   237    60   299    30   299 0.87 -
evm.utg1337.11                      -            321 527406at33208        -            237  2.9e-109  365.7  13.4   1   1    2e-111  6.9e-109  364.5  13.4    21   237    66   299    31   299 0.89 -
evm.utg4187.39                      -            191 527406at33208        -            237   7.9e-07   30.4   4.4   1   2   7.3e-05     0.025   15.7   0.3   127   153    96   122    89   128 0.90 -
evm.utg4187.39                      -            191 527406at33208        -            237   7.9e-07   30.4   4.4   2   2     4e-05     0.014   16.5   0.3   120   154   126   161   122   166 0.83 -
evm.utg1192.22                      -            760 527406at33208        -            237   1.2e-06   29.8  18.5   1   3     3e-05      0.01   16.9   3.0   175   218    24    68    14    79 0.76 -
evm.utg1192.22                      -            760 527406at33208        -            237   1.2e-06   29.8  18.5   2   3   1.3e-06   0.00044   21.4   1.7   168   214   294   340   285   349 0.88 -
evm.utg1192.22                      -            760 527406at33208        -            237   1.2e-06   29.8  18.5   3   3       5.1   1.7e+03   -0.2   0.4    57    79   511   533   465   556 0.82 -
evm.utg3797.26                      -            380 527406at33208        -            237   1.2e-06   29.7  10.8   1   2     2e-05    0.0068   17.5   0.3   172   207    23    58    15    70 0.84 -
evm.utg3797.26                      -            380 527406at33208        -            237   1.2e-06   29.7  10.8   2   2   8.5e-06    0.0029   18.7   0.4   177   206    90   119    80   135 0.84 -
evm.utg8792.7                       -            539 527406at33208        -            237   5.7e-06   27.6   1.6   1   1   3.5e-08   1.2e-05   26.5   1.6    87   220   269   398   261   405 0.88 -
