#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg3013.36                      -            528 428202at33208        -            352  2.6e-170  567.5   0.8   1   2   8.9e-43   3.8e-39  136.1   0.4     2    85    68   151    67   168 0.93 -
evm.utg3013.36                      -            528 428202at33208        -            352  2.6e-170  567.5   0.8   2   2  4.8e-132  2.1e-128  429.7   0.0    80   351   213   526   206   527 0.98 -
evm.utg7909.6                       -            451 428202at33208        -            352  1.4e-148  496.1   0.0   1   2   1.4e-20   5.9e-17   63.1   0.0     2    45    12    55    11    62 0.95 -
evm.utg7909.6                       -            451 428202at33208        -            352  1.4e-148  496.1   0.0   2   2  2.1e-132  8.9e-129  430.9   0.0    80   351   137   449   132   450 0.98 -
evm.utg3013.36.1.5c22eea1           -            462 428202at33208        -            352  1.3e-124  417.3   0.8   1   2   7.2e-43   3.1e-39  136.4   0.4     2    85    68   151    67   168 0.93 -
evm.utg3013.36.1.5c22eea1           -            462 428202at33208        -            352  1.3e-124  417.3   0.8   2   2   3.1e-86   1.3e-82  279.1   0.0    80   275   213   450   206   453 0.98 -
evm.utg389.105                      -            499 428202at33208        -            352   8.7e-49  167.8   0.0   1   2    0.0023       9.7    6.5   0.0    17    65    83   131    71   156 0.78 -
evm.utg389.105                      -            499 428202at33208        -            352   8.7e-49  167.8   0.0   2   2   7.9e-50   3.4e-46  159.3   0.0    81   349   210   498   203   498 0.93 -
evm.utg861.54.1.5c22f49c            -            478 428202at33208        -            352   9.3e-48  164.5   2.2   1   2   1.1e-06    0.0047   17.4   0.1    22    83   102   163    85   177 0.86 -
evm.utg861.54.1.5c22f49c            -            478 428202at33208        -            352   9.3e-48  164.5   2.2   2   2   5.1e-46   2.2e-42  146.8   0.4   144   351   270   477   243   477 0.90 -
evm.utg861.54                       -            479 428202at33208        -            352   9.4e-48  164.4   2.2   1   2   1.1e-06    0.0047   17.4   0.1    22    83   103   164    86   178 0.86 -
