#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg10359.28                      -            347 391896at33208        -            270  7.9e-118  394.1   0.3   1   1  3.8e-120  2.5e-117  392.5   0.3     1   263    22   324    22   333 0.90 -
evm.utg983.14                        -            388 391896at33208        -            270  1.4e-116  390.0   0.6   1   1  6.3e-119  4.2e-116  388.5   0.6     1   263    58   360    58   369 0.89 -
evm.utg983.14.1.5c22f552             -            431 391896at33208        -            270  2.1e-116  389.4   0.6   1   1  8.9e-119  5.9e-116  388.0   0.6     1   263    58   360    58   369 0.89 -
evm.utg2156.34                       -            400 391896at33208        -            270   3.5e-43  149.3   9.7   1   2   3.5e-26   2.4e-23   84.3   1.9     1   113     7   138     7   183 0.71 -
evm.utg2156.34                       -            400 391896at33208        -            270   3.5e-43  149.3   9.7   2   2   1.9e-21   1.3e-18   68.8   1.7   134   263   188   332   180   338 0.83 -
evm.utg2156.34.2.5c22ed1d            -            406 391896at33208        -            270   3.9e-43  149.2   9.8   1   2   3.8e-26   2.5e-23   84.2   2.0     1   113     7   138     7   183 0.71 -
evm.utg2156.34.2.5c22ed1d            -            406 391896at33208        -            270   3.9e-43  149.2   9.8   2   2     2e-21   1.3e-18   68.7   1.7   134   263   188   332   180   338 0.83 -
evm.utg5033.12                       -            400 391896at33208        -            270   2.6e-42  146.5   9.8   1   2   5.5e-26   3.7e-23   83.7   1.2     1   111     7   136     7   184 0.74 -
evm.utg5033.12                       -            400 391896at33208        -            270   2.6e-42  146.5   9.8   2   2   1.7e-20   1.1e-17   65.7   3.9   132   264   186   333   170   339 0.84 -
evm.utg48.17                         -            409 391896at33208        -            270   3.9e-42  145.9  14.7   1   2   5.8e-18   3.9e-15   57.4   0.1     2    66     7    73     6    83 0.88 -
evm.utg48.17                         -            409 391896at33208        -            270   3.9e-42  145.9  14.7   2   2   7.2e-26   4.8e-23   83.3  11.2    76   263   108   337    96   340 0.77 -
evm.utg4468.18                       -            409 391896at33208        -            270   5.3e-42  145.5  14.5   1   2   8.3e-18   5.5e-15   56.9   0.1     2    66     7    73     6    83 0.88 -
evm.utg4468.18                       -            409 391896at33208        -            270   5.3e-42  145.5  14.5   2   2     7e-26   4.7e-23   83.3  11.1    76   263   108   337    96   340 0.76 -
evm.utg2156.34.1.5c22ed1d            -            338 391896at33208        -            270   2.2e-41  143.4  10.2   1   2   2.6e-26   1.7e-23   84.7   2.1     1   113     7   138     7   185 0.71 -
evm.utg2156.34.1.5c22ed1d            -            338 391896at33208        -            270   2.2e-41  143.4  10.2   2   2     1e-19   6.7e-17   63.1   1.3   134   259   188   328   181   333 0.83 -
evm.utg2156.34.1.5c22ed1d.1.5c2791f4 -            271 391896at33208        -            270   4.1e-32  113.0   8.6   1   2   1.6e-26   1.1e-23   85.4   2.2     1   113     7   138     7   183 0.70 -
evm.utg2156.34.1.5c22ed1d.1.5c2791f4 -            271 391896at33208        -            270   4.1e-32  113.0   8.6   2   2   1.2e-09   7.8e-07   30.1   1.7   133   189   187   244   174   266 0.85 -
evm.utg734.15                        -            346 391896at33208        -            270   7.1e-31  109.0   2.0   1   2   6.5e-17   4.4e-14   53.9   0.5     1    80     6    89     6    94 0.82 -
evm.utg734.15                        -            346 391896at33208        -            270   7.1e-31  109.0   2.0   2   2   4.3e-17   2.9e-14   54.5   0.0   135   264   191   330   168   337 0.80 -
evm.utg734.14                        -            338 391896at33208        -            270   3.3e-30  106.8   0.2   1   2   9.9e-18   6.6e-15   56.6   0.0     1    70     5    78     5    86 0.91 -
evm.utg734.14                        -            338 391896at33208        -            270   3.3e-30  106.8   0.2   2   2     5e-15   3.3e-12   47.7   0.0   146   270   193   330   184   330 0.81 -
evm.utg207.16                        -            348 391896at33208        -            270   7.6e-30  105.6   4.5   1   3   4.2e-20   2.8e-17   64.4   1.2     1    64     5    72     5    77 0.92 -
evm.utg207.16                        -            348 391896at33208        -            270   7.6e-30  105.6   4.5   2   3         3     2e+03   -0.7   0.0    83   114   170   201   155   203 0.76 -
evm.utg207.16                        -            348 391896at33208        -            270   7.6e-30  105.6   4.5   3   3   3.8e-13   2.6e-10   41.6   0.1   137   268   193   336   178   338 0.81 -
evm.utg1555.41                       -            374 391896at33208        -            270   1.5e-29  104.6   2.1   1   2     6e-15     4e-12   47.5   0.5    10    82    46   119    37   123 0.85 -
evm.utg1555.41                       -            374 391896at33208        -            270   1.5e-29  104.6   2.1   2   2   1.2e-17   7.8e-15   56.4   0.0   149   264   231   358   207   365 0.81 -
evm.utg5033.12.1.5c22f198            -            351 391896at33208        -            270   1.2e-28  101.7   9.9   1   2   3.3e-12   2.2e-09   38.5   1.2    42   111     1    87     1   134 0.70 -
evm.utg5033.12.1.5c22f198            -            351 391896at33208        -            270   1.2e-28  101.7   9.9   2   2   1.3e-20   8.9e-18   66.0   3.9   133   264   138   284   124   290 0.84 -
evm.utg1555.42                       -            338 391896at33208        -            270   1.5e-28  101.3   0.2   1   2   6.3e-17   4.2e-14   54.0   0.1     1    69     5    77     5    86 0.90 -
evm.utg1555.42                       -            338 391896at33208        -            270   1.5e-28  101.3   0.2   2   2   3.7e-14   2.5e-11   44.9   0.0   147   270   194   330   189   330 0.80 -
evm.utg1555.42.1.5c22eb37            -            338 391896at33208        -            270   1.5e-28  101.3   0.2   1   2   6.3e-17   4.2e-14   54.0   0.1     1    69     5    77     5    86 0.90 -
evm.utg1555.42.1.5c22eb37            -            338 391896at33208        -            270   1.5e-28  101.3   0.2   2   2   3.7e-14   2.5e-11   44.9   0.0   147   270   194   330   189   330 0.80 -
evm.utg104.75                        -            310 391896at33208        -            270   3.1e-28  100.3   0.2   1   3   9.8e-17   6.5e-14   53.3   0.0     1    66     5    74     5    78 0.90 -
evm.utg104.75                        -            310 391896at33208        -            270   3.1e-28  100.3   0.2   2   3       1.6   1.1e+03    0.2   0.0    84   112   136   164   124   168 0.79 -
evm.utg104.75                        -            310 391896at33208        -            270   3.1e-28  100.3   0.2   3   3   1.5e-13     1e-10   42.9   0.0   151   269   171   301   165   302 0.85 -
evm.utg48.17.1.5c22f154              -            317 391896at33208        -            270   1.1e-25   91.9  11.2   1   1   3.4e-26   2.3e-23   84.4  11.2    76   263    16   245     5   248 0.77 -
evm.utg4468.18.1.5c22f10b            -            296 391896at33208        -            270   3.3e-23   83.8  12.9   1   1     1e-23   6.7e-21   76.3  12.9    86   263     5   224     1   227 0.76 -
evm.utg338.78                        -            457 391896at33208        -            270   3.5e-22   80.4   1.2   1   2     1e-16   6.7e-14   53.3   1.6     1    62    81   147    81   153 0.89 -
evm.utg338.78                        -            457 391896at33208        -            270   3.5e-22   80.4   1.2   2   2   6.9e-08   4.6e-05   24.3   0.0   136   268   277   410   265   413 0.90 -
evm.utg338.78.1.5c22ef4c             -            542 391896at33208        -            270     6e-22   79.7   1.2   1   2   1.3e-16   8.5e-14   53.0   1.6     1    62    81   147    81   153 0.89 -
evm.utg338.78.1.5c22ef4c             -            542 391896at33208        -            270     6e-22   79.7   1.2   2   2   9.4e-08   6.3e-05   23.9   0.0   136   268   277   410   265   413 0.90 -
evm.utg411.99                        -            221 391896at33208        -            270   1.6e-20   75.0   0.4   1   1   3.5e-23   2.4e-20   74.5   0.4     1    66    27    96    27   102 0.92 -
evm.utg26517.2                       -            439 391896at33208        -            270   2.3e-20   74.5   0.5   1   2     1e-17   6.8e-15   56.6   0.5     1    62    78   144    78   159 0.88 -
evm.utg26517.2                       -            439 391896at33208        -            270   2.3e-20   74.5   0.5   2   2   3.4e-05     0.023   15.5   0.0   136   246   272   383   260   393 0.89 -
evm.utg5073.19.2.5c22f1b5            -            178 391896at33208        -            270   3.3e-17   64.2   3.7   1   2   7.5e-20     5e-17   63.6   0.2     1    65     4    74     4    77 0.88 -
evm.utg5073.19.2.5c22f1b5            -            178 391896at33208        -            270   3.3e-17   64.2   3.7   2   2      0.59     4e+02    1.6   0.5    63    77   103   117    96   123 0.88 -
evm.utg5073.19.1.5c22f1b5            -            201 391896at33208        -            270   4.8e-17   63.6   3.7   1   2   9.7e-20   6.5e-17   63.2   0.2     1    65     4    74     4    77 0.88 -
