#                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg7.56             -             77 629763at33208        -             63   1.2e-35  122.7   1.7   1   2   1.9e-30   8.2e-27   94.4   0.0     1    47     1    49     1    55 0.92 -
evm.utg7.56             -             77 629763at33208        -             63   1.2e-35  122.7   1.7   2   2   9.7e-10   4.2e-06   28.1   0.4    42    63    55    76    53    76 0.94 -
evm.utg4880.7           -            102 629763at33208        -             63   1.4e-10   42.5   0.1   1   2   3.6e-12   1.5e-08   35.9   0.0     7    45    13    53     7    57 0.86 -
evm.utg4880.7           -            102 629763at33208        -             63   1.4e-10   42.5   0.1   2   2     0.018        75    4.9   0.0    43    57    70    84    61    90 0.84 -
evm.utg1754.26          -            106 629763at33208        -             63   1.7e-10   42.2   0.2   1   2     4e-12   1.7e-08   35.8   0.0     7    45    17    57    11    61 0.86 -
evm.utg1754.26          -            106 629763at33208        -             63   1.7e-10   42.2   0.2   2   2     0.019        82    4.7   0.0    43    57    74    88    66    94 0.83 -
evm.utg1002.28          -             97 629763at33208        -             63   8.8e-06   27.1   0.2   1   2     9e-09   3.9e-05   25.0   0.1    21    51    19    49     2    56 0.83 -
evm.utg1002.28          -             97 629763at33208        -             63   8.8e-06   27.1   0.2   2   2       0.6   2.6e+03   -0.0   0.0    44    58    57    71    52    75 0.79 -
evm.utg378.84           -            484 629763at33208        -             63   0.00029   22.2   0.3   1   2   5.8e-07    0.0025   19.2   0.0     8    47     9    50     6    55 0.84 -
evm.utg378.84           -            484 629763at33208        -             63   0.00029   22.2   0.3   2   2      0.67   2.8e+03   -0.2   0.1    45    61    62    78    58    79 0.83 -
evm.utg27.30            -             92 629763at33208        -             63   0.00091   20.6   0.0   1   1   4.1e-07    0.0018   19.7   0.0    24    43    40    59    31    67 0.89 -
evm.utg27.30.1.5c22ee13 -             97 629763at33208        -             63    0.0011   20.4   0.0   1   1   4.6e-07     0.002   19.5   0.0    24    43    45    64    37    72 0.89 -
evm.utg15013.16         -             88 629763at33208        -             63    0.0022   19.4   0.5   1   1   1.4e-06    0.0059   18.0   0.2    19    43    26    50    14    68 0.87 -
evm.utg479.159          -             81 629763at33208        -             63     0.003   19.0   0.2   1   1   2.9e-06     0.013   17.0   0.2    16    47    20    51     1    77 0.83 -
evm.utg11618.10         -            143 629763at33208        -             63    0.0074   17.7   1.5   1   2   4.3e-06     0.019   16.4   0.2    19    43    26    50    14    56 0.87 -
evm.utg11618.10         -            143 629763at33208        -             63    0.0074   17.7   1.5   2   2      0.85   3.6e+03   -0.5   0.1    43    53    92   102    55   108 0.62 -
evm.utg788.31           -            103 629763at33208        -             63     0.018   16.5   0.0   1   2   3.5e-05      0.15   13.5   0.0    17    49    30    65    20    73 0.81 -
evm.utg788.31           -            103 629763at33208        -             63     0.018   16.5   0.0   2   2      0.29   1.3e+03    0.9   0.0    44    58    81    95    77   100 0.84 -
evm.utg20076.1          -            117 629763at33208        -             63      0.16   13.4   2.4   1   3     0.035   1.5e+02    3.9   0.0    33    39     2     8     1    14 0.86 -
evm.utg20076.1          -            117 629763at33208        -             63      0.16   13.4   2.4   2   3     0.035   1.5e+02    3.9   0.2    32    39    52    59    48    63 0.89 -
evm.utg20076.1          -            117 629763at33208        -             63      0.16   13.4   2.4   3   3     0.032   1.4e+02    4.0   0.0    32    39    87    94    84   100 0.89 -
evm.utg4567.31          -            246 629763at33208        -             63      0.25   12.8   0.1   1   2   0.00015      0.64   11.5   0.1    16    53    19    56     6    67 0.79 -
evm.utg4567.31          -            246 629763at33208        -             63      0.25   12.8   0.1   2   2       2.7   1.2e+04   -2.1   0.0    44    57    68    81    62    83 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/629763at33208.hmm
# Target file:     /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa
# Option settings: hmmsearch --domtblout /uoa/scratch/users/r02hw22/project_dark_genes/equina_busco_proteins/run_metazoa_odb10/hmmer_output/initial_run_results/629763at33208.out --cpu 1 /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/629763at33208.hmm /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa 
# Current dir:     /uoa/scratch/users/r02hw22/project_dark_genes
# Date:            Sat Apr 25 14:43:00 2026
# [ok]
