#                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg1629.21                       -            727 158845at33208        -            491  6.5e-140  468.4  28.3   1   2   9.4e-59   4.4e-55  188.6  10.5    13   196    37   256    31   264 0.85 -
evm.utg1629.21                       -            727 158845at33208        -            491  6.5e-140  468.4  28.3   2   2   6.1e-86   2.8e-82  278.3   9.9   183   486   339   704   335   707 0.81 -
evm.utg1629.21.1.5c22eb7e            -            664 158845at33208        -            491    8e-137  458.2  24.6   1   2   7.7e-59   3.5e-55  188.9  10.4    13   196    37   256    31   264 0.85 -
evm.utg1629.21.1.5c22eb7e            -            664 158845at33208        -            491    8e-137  458.2  24.6   2   2     6e-84   2.8e-80  271.7   6.2   183   453   339   649   335   656 0.85 -
evm.utg15197.12                      -            506 158845at33208        -            491  9.6e-103  345.8  18.4   1   2   1.6e-35   7.3e-32  112.0   4.4    58   195     1   173     1   178 0.81 -
evm.utg15197.12                      -            506 158845at33208        -            491  9.6e-103  345.8  18.4   2   2   2.5e-73   1.2e-69  236.6   6.0   183   394   257   497   253   500 0.88 -
evm.utg1629.21.1.5c22eb7e.1.5c279099 -            506 158845at33208        -            491   3.3e-83  281.3  15.5   1   2      0.48   2.2e+03   -1.7   0.2   174   196    13    35    10    43 0.80 -
evm.utg1629.21.1.5c22eb7e.1.5c279099 -            506 158845at33208        -            491   3.3e-83  281.3  15.5   2   2   3.5e-86   1.6e-82  279.1  10.6   183   486   118   483   114   486 0.81 -
evm.utg13.26                         -            282 158845at33208        -            491   0.00012   22.2   0.0   1   1   3.6e-08   0.00017   21.7   0.0    94   190    30   135    25   139 0.86 -
evm.utg10.33                         -            282 158845at33208        -            491   0.00012   22.2   0.0   1   1   3.6e-08   0.00017   21.7   0.0    94   190    30   135    25   139 0.86 -
utg5074.equina_smart_1457565.mrna1   -            357 158845at33208        -            491    0.0035   17.4   0.0   1   1     1e-06    0.0048   16.9   0.0    93   185    23   122     4   128 0.82 -
evm.utg1565.111                      -            982 158845at33208        -            491     0.007   16.4   0.2   1   2   2.8e-06     0.013   15.5   0.0    60   186   589   726   582   785 0.80 -
evm.utg1565.111                      -            982 158845at33208        -            491     0.007   16.4   0.2   2   2       1.7     8e+03   -3.6   0.1   154   186   933   965   928   966 0.86 -
evm.utg700.7.1.5c22f369              -            926 158845at33208        -            491    0.0075   16.3   0.3   1   1   2.6e-06     0.012   15.6   0.3    81   190   628   752   611   755 0.77 -
evm.utg700.7                         -            981 158845at33208        -            491    0.0081   16.2   0.3   1   1   2.9e-06     0.013   15.5   0.3    81   190   628   752   611   755 0.77 -
evm.utg9668.29                       -            857 158845at33208        -            491    0.0088   16.1   0.3   1   1     3e-06     0.014   15.4   0.3    81   190   506   630   489   633 0.77 -
evm.utg12197.22                      -           1251 158845at33208        -            491     0.014   15.4   0.0   1   1   4.6e-06     0.021   14.8   0.0    60   186   869  1006   862  1046 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/158845at33208.hmm
# Target file:     /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa
# Option settings: hmmsearch --domtblout /uoa/scratch/users/r02hw22/project_dark_genes/equina_busco_proteins/run_metazoa_odb10/hmmer_output/initial_run_results/158845at33208.out --cpu 1 /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/158845at33208.hmm /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa 
# Current dir:     /uoa/scratch/users/r02hw22/project_dark_genes
# Date:            Sat Apr 25 14:40:40 2026
# [ok]
