#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg512.62                -            522 449189at33208        -            405  1.1e-184  615.7  17.6   1   1  7.1e-187  6.6e-183  609.9  17.6     1   405    32   516    32   516 0.89 -
evm.utg47.5                  -            564 449189at33208        -            405  7.8e-184  612.9  17.7   1   1  4.8e-186  4.4e-182  607.1  17.7     1   403    32   514    32   516 0.89 -
evm.utg1272.101              -            139 449189at33208        -            405    0.0058   17.3   0.6   1   3     0.012   1.1e+02    3.2   0.0   219   247    13    41     1    49 0.76 -
evm.utg1272.101              -            139 449189at33208        -            405    0.0058   17.3   0.6   2   3   0.00044         4    7.9   0.3   216   247    50    81    43    94 0.82 -
evm.utg1272.101              -            139 449189at33208        -            405    0.0058   17.3   0.6   3   3    0.0073        67    3.9   0.0   215   244    89   118    80   132 0.81 -
evm.utg73.107.105.1.5c279776 -           1482 449189at33208        -            405    0.0096   16.5   7.1   1   9     0.044     4e+02    1.3   0.0   186   244   690   748   643   758 0.81 -
evm.utg73.107.105.1.5c279776 -           1482 449189at33208        -            405    0.0096   16.5   7.1   2   9       0.7   6.5e+03   -2.7   0.0   186   244   774   833   761   838 0.82 -
evm.utg73.107.105.1.5c279776 -           1482 449189at33208        -            405    0.0096   16.5   7.1   3   9      0.49   4.6e+03   -2.1   0.0   184   244   857   917   855   960 0.62 -
evm.utg73.107.105.1.5c279776 -           1482 449189at33208        -            405    0.0096   16.5   7.1   4   9      0.42   3.9e+03   -1.9   0.0   180   244   979  1043   975  1051 0.73 -
evm.utg73.107.105.1.5c279776 -           1482 449189at33208        -            405    0.0096   16.5   7.1   5   9    0.0017        16    6.0   0.0   182   244  1065  1127  1056  1136 0.93 -
evm.utg73.107.105.1.5c279776 -           1482 449189at33208        -            405    0.0096   16.5   7.1   6   9      0.15   1.4e+03   -0.5   0.0   187   244  1154  1211  1131  1219 0.77 -
evm.utg73.107.105.1.5c279776 -           1482 449189at33208        -            405    0.0096   16.5   7.1   7   9      0.34   3.1e+03   -1.6   0.0   182   243  1191  1252  1182  1259 0.74 -
evm.utg73.107.105.1.5c279776 -           1482 449189at33208        -            405    0.0096   16.5   7.1   8   9    0.0078        72    3.8   0.0   182   245  1275  1338  1266  1384 0.70 -
evm.utg73.107.105.1.5c279776 -           1482 449189at33208        -            405    0.0096   16.5   7.1   9   9     0.039   3.6e+02    1.5   0.0   181   243  1400  1462  1392  1480 0.81 -
evm.utg73.107.105            -           1688 449189at33208        -            405     0.025   15.2   7.2   1   8     0.051   4.8e+02    1.1   0.0   186   244   896   954   849   963 0.80 -
evm.utg73.107.105            -           1688 449189at33208        -            405     0.025   15.2   7.2   2   8      0.96   8.9e+03   -3.1   0.0   186   244   980  1039   968  1043 0.83 -
evm.utg73.107.105            -           1688 449189at33208        -            405     0.025   15.2   7.2   3   8      0.57   5.3e+03   -2.4   0.0   184   244  1063  1123  1061  1166 0.62 -
evm.utg73.107.105            -           1688 449189at33208        -            405     0.025   15.2   7.2   4   8      0.48   4.5e+03   -2.1   0.0   180   244  1185  1249  1181  1257 0.73 -
evm.utg73.107.105            -           1688 449189at33208        -            405     0.025   15.2   7.2   5   8    0.0019        18    5.8   0.0   182   244  1271  1333  1262  1343 0.93 -
evm.utg73.107.105            -           1688 449189at33208        -            405     0.025   15.2   7.2   6   8      0.18   1.7e+03   -0.7   0.0   187   244  1360  1417  1339  1426 0.76 -
evm.utg73.107.105            -           1688 449189at33208        -            405     0.025   15.2   7.2   7   8    0.0095        88    3.5   0.0   182   245  1481  1544  1473  1589 0.71 -
evm.utg73.107.105            -           1688 449189at33208        -            405     0.025   15.2   7.2   8   8     0.046   4.2e+02    1.3   0.0   181   243  1606  1668  1598  1686 0.81 -
evm.utg5817.4.1.5c22f25e     -            736 449189at33208        -            405      0.24   12.0   0.2   1   2    0.0012        11    6.4   0.0   186   238   484   534   480   543 0.86 -
evm.utg5817.4.1.5c22f25e     -            736 449189at33208        -            405      0.24   12.0   0.2   2   2     0.013   1.2e+02    3.0   0.1   185   241   563   618   545   627 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/449189at33208.hmm
# Target file:     /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa
# Option settings: hmmsearch --domtblout /uoa/scratch/users/r02hw22/project_dark_genes/equina_busco_proteins/run_metazoa_odb10/hmmer_output/initial_run_results/449189at33208.out --cpu 1 /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/449189at33208.hmm /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa 
# Current dir:     /uoa/scratch/users/r02hw22/project_dark_genes
# Date:            Sat Apr 25 14:42:14 2026
# [ok]
