#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg4130.3             -           1914 49474at33208         -           1197         0 1626.5  29.4   1   7   7.5e-98   2.6e-94  318.5   0.0     1   192     6   206     6   245 0.90 -
evm.utg4130.3             -           1914 49474at33208         -           1197         0 1626.5  29.4   2   7   5.4e-88   1.9e-84  285.9   0.3   210   407   421   644   402   658 0.90 -
evm.utg4130.3             -           1914 49474at33208         -           1197         0 1626.5  29.4   3   7  1.8e-213  6.2e-210  701.5   1.0   405   940   747  1352   744  1385 0.88 -
evm.utg4130.3             -           1914 49474at33208         -           1197         0 1626.5  29.4   4   7   1.3e-15   4.6e-12   46.1   0.1   963  1015  1426  1478  1393  1484 0.90 -
evm.utg4130.3             -           1914 49474at33208         -           1197         0 1626.5  29.4   5   7     6e-05      0.21   10.8   0.0  1011  1039  1541  1569  1528  1579 0.90 -
evm.utg4130.3             -           1914 49474at33208         -           1197         0 1626.5  29.4   6   7   1.1e-77   3.7e-74  251.8   5.1  1040  1175  1626  1770  1622  1776 0.94 -
evm.utg4130.3             -           1914 49474at33208         -           1197         0 1626.5  29.4   7   7     1e-08   3.5e-05   23.3   0.1  1172  1196  1799  1823  1793  1824 0.91 -
evm.utg12986.30           -           1963 49474at33208         -           1197   1.2e-77  263.3  21.6   1   4   1.1e-07   0.00039   19.9   0.2    57   203    76   228    68   244 0.70 -
evm.utg12986.30           -           1963 49474at33208         -           1197   1.2e-77  263.3  21.6   2   4   2.5e-18   8.7e-15   55.1   0.6   273   383   584   695   571   704 0.87 -
evm.utg12986.30           -           1963 49474at33208         -           1197   1.2e-77  263.3  21.6   3   4   5.4e-59   1.9e-55  189.8   7.1   410   750   799  1170   789  1180 0.80 -
evm.utg12986.30           -           1963 49474at33208         -           1197   1.2e-77  263.3  21.6   4   4    0.0094        33    3.5   0.0   888   927  1350  1389  1223  1415 0.75 -
