#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg750.12            -            506 203128at33208        -            439  1.4e-255  849.4   0.3   1   1  2.1e-259  1.7e-255  849.1   0.3     1   439    23   505    23   505 0.94 -
evm.utg750.12.1.5c22f3e2 -            414 203128at33208        -            439  2.1e-195  651.0   0.3   1   1  3.3e-199  2.6e-195  650.7   0.3     1   340    23   395    23   401 0.94 -
evm.utg1708.12           -            376 203128at33208        -            439    4e-195  650.1   4.1   1   2  8.4e-147  6.7e-143  478.0   0.3    69   310     1   262     1   264 0.94 -
evm.utg1708.12           -            376 203128at33208        -            439    4e-195  650.1   4.1   2   2   4.9e-55   3.9e-51  175.6   0.3   336   439   261   375   260   375 0.91 -
evm.utg338.22            -            434 203128at33208        -            439   2.3e-21   77.5   3.4   1   2   1.8e-05      0.14   12.2   0.1    36    99    51   113    46   140 0.84 -
evm.utg338.22            -            434 203128at33208        -            439   2.3e-21   77.5   3.4   2   2   6.5e-21   5.1e-17   63.1   0.7   170   421   177   417   162   433 0.76 -
evm.utg262.53            -            577 203128at33208        -            439     7e-21   75.9   2.2   1   2   2.1e-05      0.17   12.0   0.1    36    99    51   113    46   141 0.81 -
evm.utg262.53            -            577 203128at33208        -            439     7e-21   75.9   2.2   2   2   2.4e-20   1.9e-16   61.3   0.3   170   418   177   414   162   431 0.76 -
evm.utg1708.10           -             87 203128at33208        -            439   5.4e-19   69.7   0.1   1   1   7.9e-23   6.3e-19   69.5   0.1     1    52    23    81    23    85 0.94 -
evm.utg338.22.1.5c22ef48 -            377 203128at33208        -            439   2.6e-13   50.9   2.1   1   2   1.5e-05      0.12   12.6   0.1    36    99    51   113    46   140 0.84 -
evm.utg338.22.1.5c22ef48 -            377 203128at33208        -            439   2.6e-13   50.9   2.1   2   2   4.4e-13   3.5e-09   37.3   0.3   170   326   177   330   162   357 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/203128at33208.hmm
# Target file:     /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa
# Option settings: hmmsearch --domtblout /uoa/scratch/users/r02hw22/project_dark_genes/equina_busco_proteins/run_metazoa_odb10/hmmer_output/initial_run_results/203128at33208.out --cpu 1 /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/203128at33208.hmm /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa 
# Current dir:     /uoa/scratch/users/r02hw22/project_dark_genes
# Date:            Sat Apr 25 14:41:03 2026
# [ok]
