#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg777.22              -            454 382262at33208        -            147   1.6e-22   81.8  32.2   1   4   2.2e-05      0.11   14.2   0.1    48    78    11    41     5    62 0.83 -
evm.utg777.22              -            454 382262at33208        -            147   1.6e-22   81.8  32.2   2   4     0.089   4.5e+02    2.5   0.8    51    79    60    88    52   116 0.76 -
evm.utg777.22              -            454 382262at33208        -            147   1.6e-22   81.8  32.2   3   4   9.3e-21   4.7e-17   64.0  10.4    74   137   285   354   282   360 0.87 -
evm.utg777.22              -            454 382262at33208        -            147   1.6e-22   81.8  32.2   4   4   3.7e-05      0.19   13.4   2.9    92   142   376   431   370   435 0.76 -
evm.utg10321.14.1.5c22e7f0 -           1019 382262at33208        -            147     3e-07   32.2   1.2   1   4       4.8   2.4e+04   -3.2   0.2    31    78    41    92    33   101 0.55 -
evm.utg10321.14.1.5c22e7f0 -           1019 382262at33208        -            147     3e-07   32.2   1.2   2   4      0.54   2.7e+03   -0.1   1.5    30    94   125   183   121   194 0.60 -
evm.utg10321.14.1.5c22e7f0 -           1019 382262at33208        -            147     3e-07   32.2   1.2   3   4      0.31   1.6e+03    0.7   2.6    22    71   165   213   145   220 0.67 -
evm.utg10321.14.1.5c22e7f0 -           1019 382262at33208        -            147     3e-07   32.2   1.2   4   4     6e-11     3e-07   32.2   1.2    72   129   320   378   284   382 0.79 -
evm.utg10321.14.2.5c22e7f1 -           1020 382262at33208        -            147     3e-07   32.2   1.2   1   4       4.8   2.4e+04   -3.2   0.2    31    78    41    92    33   101 0.55 -
evm.utg10321.14.2.5c22e7f1 -           1020 382262at33208        -            147     3e-07   32.2   1.2   2   4      0.54   2.7e+03   -0.1   1.5    30    94   125   183   121   194 0.60 -
evm.utg10321.14.2.5c22e7f1 -           1020 382262at33208        -            147     3e-07   32.2   1.2   3   4      0.31   1.6e+03    0.7   2.6    22    71   165   213   145   220 0.67 -
evm.utg10321.14.2.5c22e7f1 -           1020 382262at33208        -            147     3e-07   32.2   1.2   4   4     6e-11     3e-07   32.2   1.2    72   129   320   378   284   382 0.79 -
evm.utg10321.14.4.5c22e7f1 -           1085 382262at33208        -            147   3.3e-07   32.1   1.2   1   4      0.55   2.8e+03   -0.1   1.2    21    90   106   140    72   154 0.51 -
evm.utg10321.14.4.5c22e7f1 -           1085 382262at33208        -            147   3.3e-07   32.1   1.2   2   4      0.81   4.1e+03   -0.7   3.5    21    95   106   174    90   186 0.62 -
evm.utg10321.14.4.5c22e7f1 -           1085 382262at33208        -            147   3.3e-07   32.1   1.2   3   4      0.31   1.6e+03    0.7   2.5    22    71   155   203   135   209 0.66 -
evm.utg10321.14.4.5c22e7f1 -           1085 382262at33208        -            147   3.3e-07   32.1   1.2   4   4   6.5e-11   3.3e-07   32.1   1.2    72   129   310   368   274   372 0.79 -
evm.utg10321.14.3.5c22e7f1 -           1363 382262at33208        -            147   4.3e-07   31.7   1.2   1   3      0.63   3.2e+03   -0.3   1.1    30    94   468   526   464   536 0.59 -
evm.utg10321.14.3.5c22e7f1 -           1363 382262at33208        -            147   4.3e-07   31.7   1.2   2   3      0.43   2.2e+03    0.2   2.6    22    70   508   555   487   562 0.66 -
evm.utg10321.14.3.5c22e7f1 -           1363 382262at33208        -            147   4.3e-07   31.7   1.2   3   3   8.5e-11   4.3e-07   31.7   1.2    72   129   663   721   627   725 0.79 -
evm.utg10321.14            -           1438 382262at33208        -            147   4.6e-07   31.6   1.2   1   3      0.79     4e+03   -0.6   0.6    30    86   468   518   464   528 0.53 -
evm.utg10321.14            -           1438 382262at33208        -            147   4.6e-07   31.6   1.2   2   3      0.47   2.4e+03    0.1   2.6    22    70   508   555   487   562 0.66 -
evm.utg10321.14            -           1438 382262at33208        -            147   4.6e-07   31.6   1.2   3   3   9.1e-11   4.6e-07   31.6   1.2    72   129   663   721   627   725 0.79 -
evm.utg62.37               -           1346 382262at33208        -            147   5.2e-07   31.4   1.1   1   5       4.5   2.3e+04   -3.1   1.3    68   110   231   272   184   285 0.56 -
evm.utg62.37               -           1346 382262at33208        -            147   5.2e-07   31.4   1.1   2   5      0.33   1.7e+03    0.6   1.2    48    96   522   571   512   584 0.73 -
evm.utg62.37               -           1346 382262at33208        -            147   5.2e-07   31.4   1.1   3   5      0.81   4.1e+03   -0.7   1.6    20    71   578   628   560   634 0.63 -
evm.utg62.37               -           1346 382262at33208        -            147   5.2e-07   31.4   1.1   4   5     1e-10   5.2e-07   31.4   1.1    81   129   744   793   697   797 0.84 -
evm.utg62.37               -           1346 382262at33208        -            147   5.2e-07   31.4   1.1   5   5       5.5   2.8e+04   -3.4   0.0    76   102  1057  1083  1053  1091 0.79 -
evm.utg1972.113            -            266 382262at33208        -            147      0.24   13.1   0.1   1   1   8.3e-05      0.42   12.3   0.1    59   137   145   222   118   231 0.76 -
evm.utg15506.20            -            356 382262at33208        -            147      0.28   12.8   0.1   1   1   9.7e-05      0.49   12.1   0.1    69   113   274   319   245   328 0.80 -
evm.utg4187.39             -            191 382262at33208        -            147      0.68   11.6   3.6   1   1   0.00084       4.2    9.0   3.6    51   140    61   159    44   163 0.57 -
evm.utg95.33               -           1058 382262at33208        -            147       8.2    8.1   9.2   1   3    0.0057        29    6.3   0.0    14    37    50    73    37   126 0.85 -
evm.utg95.33               -           1058 382262at33208        -            147       8.2    8.1   9.2   2   3     0.024   1.2e+02    4.3   1.7    37    77   709   749   693   759 0.84 -
evm.utg95.33               -           1058 382262at33208        -            147       8.2    8.1   9.2   3   3      0.92   4.6e+03   -0.8   1.0    50    99   767   816   752   828 0.68 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/382262at33208.hmm
# Target file:     /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa
# Option settings: hmmsearch --domtblout /uoa/scratch/users/r02hw22/project_dark_genes/equina_busco_proteins/run_metazoa_odb10/hmmer_output/initial_run_results/382262at33208.out --cpu 1 /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/382262at33208.hmm /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa 
# Current dir:     /uoa/scratch/users/r02hw22/project_dark_genes
# Date:            Sat Apr 25 14:41:44 2026
# [ok]
