#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg526.20                    -            112 642773at33208        -             64   4.9e-21   76.6  12.6   1   3   1.5e-12   1.6e-08   36.4   1.3     1    26     7    32     7    50 0.78 -
evm.utg526.20                    -            112 642773at33208        -             64   4.9e-21   76.6  12.6   2   3   4.8e-14   5.4e-10   41.2   0.7    24    58    56    90    50    95 0.89 -
evm.utg526.20                    -            112 642773at33208        -             64   4.9e-21   76.6  12.6   3   3    0.0042        47    6.2   0.1    55    64   101   110    99   110 0.87 -
evm.utg989.17                    -            112 642773at33208        -             64   7.2e-21   76.0  12.7   1   3   1.3e-12   1.4e-08   36.7   1.6     1    26     7    32     7    52 0.78 -
evm.utg989.17                    -            112 642773at33208        -             64   7.2e-21   76.0  12.7   2   3   8.2e-14   9.1e-10   40.5   0.6    25    58    57    90    50    95 0.88 -
evm.utg989.17                    -            112 642773at33208        -             64   7.2e-21   76.0  12.7   3   3    0.0042        47    6.2   0.1    55    64   101   110    99   110 0.87 -
evm.utg526.20.1.5c22f1d9         -            106 642773at33208        -             64   2.4e-15   58.3  10.0   1   3   2.8e-06     0.031   16.3   0.4     7    26     7    26     5    45 0.73 -
evm.utg526.20.1.5c22f1d9         -            106 642773at33208        -             64   2.4e-15   58.3  10.0   2   3     4e-14   4.5e-10   41.5   0.6    24    58    50    84    44    89 0.89 -
evm.utg526.20.1.5c22f1d9         -            106 642773at33208        -             64   2.4e-15   58.3  10.0   3   3    0.0039        44    6.3   0.1    55    64    95   104    93   104 0.87 -
utg86.equina_smart_1445806.mrna2 -            112 642773at33208        -             64     0.028   16.5   0.3   1   2    0.0001       1.2   11.3   0.0    20    41    20    41    16    45 0.93 -
utg86.equina_smart_1445806.mrna2 -            112 642773at33208        -             64     0.028   16.5   0.3   2   2     0.032   3.6e+02    3.3   0.2    13    47    64    88    53   102 0.63 -
evm.utg2303.24                   -           1529 642773at33208        -             64      0.66   12.1   2.7   1   3       0.4   4.5e+03   -0.2   0.1    18    48   622   652   617   658 0.91 -
evm.utg2303.24                   -           1529 642773at33208        -             64      0.66   12.1   2.7   2   3    0.0027        30    6.8   0.0     5    24   752   771   749   782 0.87 -
evm.utg2303.24                   -           1529 642773at33208        -             64      0.66   12.1   2.7   3   3      0.07   7.8e+02    2.3   0.1    24    58  1019  1052  1015  1053 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/642773at33208.hmm
# Target file:     /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa
# Option settings: hmmsearch --domtblout /uoa/scratch/users/r02hw22/project_dark_genes/equina_busco_proteins/run_metazoa_odb10/hmmer_output/initial_run_results/642773at33208.out --cpu 1 /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/642773at33208.hmm /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa 
# Current dir:     /uoa/scratch/users/r02hw22/project_dark_genes
# Date:            Sat Apr 25 14:43:01 2026
# [ok]
