#                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
evm.utg479.85          -            298 480735at33208        -            244   1.2e-98  331.0   8.2   1   1  3.3e-102   2.1e-98  330.2   8.2     1   244     8   293     8   293 0.90 -
evm.utg7.34.1.5c22f35d -            887 480735at33208        -            244   0.00054   21.0   6.3   1   4    0.0014       8.4    7.3   0.3   174   217   576   621   562   624 0.77 -
evm.utg7.34.1.5c22f35d -            887 480735at33208        -            244   0.00054   21.0   6.3   2   4    0.0054        33    5.4   0.0   174   225   610   664   607   675 0.80 -
evm.utg7.34.1.5c22f35d -            887 480735at33208        -            244   0.00054   21.0   6.3   3   4    0.0041        25    5.8   0.1   174   213   711   750   674   777 0.77 -
evm.utg7.34.1.5c22f35d -            887 480735at33208        -            244   0.00054   21.0   6.3   4   4    0.0052        32    5.4   0.1    77   126   835   882   806   885 0.81 -
evm.utg7.34            -            889 480735at33208        -            244    0.0006   20.9   7.2   1   4    0.0014       8.4    7.3   0.3   174   217   576   621   562   624 0.77 -
evm.utg7.34            -            889 480735at33208        -            244    0.0006   20.9   7.2   2   4    0.0054        33    5.4   0.0   174   225   610   664   607   675 0.80 -
evm.utg7.34            -            889 480735at33208        -            244    0.0006   20.9   7.2   3   4    0.0041        25    5.7   0.1   174   213   711   750   674   777 0.77 -
evm.utg7.34            -            889 480735at33208        -            244    0.0006   20.9   7.2   4   4    0.0031        19    6.2   0.2    77   127   835   883   806   888 0.79 -
evm.utg790.2           -            362 480735at33208        -            244     0.015   16.3   0.9   1   2   0.00071       4.4    8.2   0.5    75   125   143   195   139   266 0.80 -
evm.utg790.2           -            362 480735at33208        -            244     0.015   16.3   0.9   2   2    0.0085        52    4.7   0.0   174   212   273   311   239   321 0.81 -
evm.utg788.82          -            509 480735at33208        -            244      0.13   13.3   0.1   1   1   5.2e-05      0.32   11.9   0.1    64   120   354   412   346   424 0.80 -
evm.utg5059.65         -           1103 480735at33208        -            244      0.15   13.0   0.0   1   1   5.2e-05      0.32   11.9   0.0   137   226  1001  1093   992  1101 0.78 -
evm.utg33757.17        -            282 480735at33208        -            244      0.31   12.0   4.9   1   4         1   6.5e+03   -2.1   0.0    90   104    27    41    21    56 0.78 -
evm.utg33757.17        -            282 480735at33208        -            244      0.31   12.0   4.9   2   4      0.15   9.3e+02    0.6   0.1   174   189   109   124    34   133 0.72 -
evm.utg33757.17        -            282 480735at33208        -            244      0.31   12.0   4.9   3   4    0.0013       8.2    7.3   0.1   162   194   139   171   123   178 0.83 -
evm.utg33757.17        -            282 480735at33208        -            244      0.31   12.0   4.9   4   4     0.017     1e+02    3.7   0.3   168   212   187   239   166   251 0.56 -
evm.utg18019.4         -            603 480735at33208        -            244      0.35   11.8   0.2   1   2    0.0002       1.2   10.0   0.1   179   220   257   297   237   302 0.77 -
evm.utg18019.4         -            603 480735at33208        -            244      0.35   11.8   0.2   2   2       1.8   1.1e+04   -2.9   0.0    84   104   533   553   529   558 0.60 -
evm.utg432.6           -            465 480735at33208        -            244      0.38   11.7   0.2   1   2   0.00021       1.3   10.0   0.1   179   220   119   159   100   164 0.78 -
evm.utg432.6           -            465 480735at33208        -            244      0.38   11.7   0.2   2   2       1.3   8.3e+03   -2.5   0.0    84   104   395   415   391   420 0.60 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/480735at33208.hmm
# Target file:     /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa
# Option settings: hmmsearch --domtblout /uoa/scratch/users/r02hw22/project_dark_genes/equina_busco_proteins/run_metazoa_odb10/hmmer_output/initial_run_results/480735at33208.out --cpu 1 /uoa/scratch/users/r02hw22/project_dark_genes/busco_downloads/lineages/metazoa_odb10/hmms/480735at33208.hmm /uoa/scratch/users/r02hw22/project_dark_genes/00_raw/equina_smart.rnam-trna.merged.ggf.curated.remredun.aa.fa 
# Current dir:     /uoa/scratch/users/r02hw22/project_dark_genes
# Date:            Sat Apr 25 14:42:03 2026
# [ok]
